age,agepvar,cabin,companions,embarked,fare,farerank,member,name,parch,pclass,pvar,sex,sexage,sibsp,status,survived,train
30.0,17.320508075688775,5.0,1.0986122886681098,1,2.7456622508168902,0.87654320987654322,2.0,16200,0,3,3,1,30.0,2,2.1234567901234569,0.0,1
18.0,12.727922061357855,5.0,0.69314718055994529,2,2.2111801242236022,0.82996632996633002,2.0,527,0,3,2,-1,-18.0,1,2.17003367003367,0.0,1
7.0,2.8577380332470415,5.0,1.791759469228055,2,4.9301242236024843,0.96127946127946129,3.0,13500,1,3,6,1,7.0,4,2.0387205387205389,0.0,1
21.0,21.0,5.0,0.0,2,0.96894409937888193,0.32323232323232326,1.0,12134,0,3,1,1,21.0,0,2.6767676767676769,0.0,1
49.0,34.648232278140824,2,0.69314718055994529,1,0.98035563017221894,0.34455667789001121,2.0,6300,0,1,2,-1,-49.0,1,0.65544332210998879,1.0,1
29.0,20.506096654409877,4.0,0.69314718055994529,2,1.9259259259259258,0.75982042648709314,2.0,4500,0,2,2,-1,-29.0,1,1.2401795735129069,1.0,1
65.0,45.961940777125584,3,0.69314718055994529,1,0.79189744808456208,0.14029180695847362,5.0,13158,1,1,2,1,65.0,0,0.85970819304152635,0.0,1
30.0,30.0,4,0.0,2,0.67549310997027834,0.099887766554433224,1.0,20234,0,1,1,1,30.0,0,0.90011223344556679,1.0,1
21.0,21.0,4.0,0.0,2,0.77777777777777779,0.12514029180695849,1.0,15920,0,2,1,-1,-21.0,0,1.8748597081930416,1.0,1
28.5,28.5,5.0,0.0,1,0.91557536918361648,0.21885521885521886,1.0,12134,0,3,1,1,28.5,0,2.7811447811447811,0.0,1
5.0,2.5,4.0,1.3862943611198906,2,2.0555555555555554,0.82154882154882158,4.0,19924,2,2,4,-1,-5.0,1,1.1784511784511784,1.0,1
11.0,3.8890872965260113,5.0,2.0794415416798357,2,5.8260869565217384,0.97811447811447816,4.0,5834,2,3,8,1,11.0,5,2.0218855218855216,0.0,1
22.0,22.0,5.0,0.0,1,0.91557536918361648,0.21885521885521886,1.0,16448,0,3,1,1,22.0,0,2.7811447811447811,0.0,1
38.0,38.0,3,0.0,2,1.5222379942992186,0.6795735129068462,1.0,7262,0,1,1,-1,-38.0,0,0.3204264870931538,1.0,1
45.0,31.819805153394636,4,0.69314718055994529,2,1.5883602071765908,0.69753086419753085,2.0,6300,0,1,2,1,45.0,1,0.30246913580246915,0.0,1
4.0,1.6329931618554523,5.0,1.791759469228055,2,3.4658385093167698,0.92536475869809198,4.0,16510,2,3,6,1,4.0,3,2.074635241301908,0.0,1
30.0,30.0,3.0,0.0,1,0.35418383552647553,0.021885521885521887,1.0,16789,0,1,1,1,30.0,0,0.97811447811447816,0.0,1
28.0,16.165807537309522,5.0,1.0986122886681098,1,1.9308746422148482,0.77890011223344557,5.0,11234,1,3,3,1,28.0,1,2.2210998877665542,1.0,1
29.0,29.0,5,0.0,2,0.77777777777777779,0.12514029180695849,1.0,12444,0,2,1,-1,-29.0,0,1.8748597081930416,1.0,1
19.0,19.0,5.0,0.0,2,1.0134534161490683,0.54545454545454541,1.0,2327,0,3,1,1,19.0,0,2.4545454545454546,0.0,1
17.0,6.4253960411568629,5.0,1.9459101490553132,2,0.98447204968944091,0.39450056116722781,4.0,403,2,3,7,-1,-17.0,4,2.6054994388327724,1.0,1
26.0,15.01110699893027,5.0,1.0986122886681098,2,1.076086956521739,0.57856341189674521,2.0,9248,0,3,3,1,26.0,2,2.4214365881032549,0.0,1
32.0,32.0,4.0,0.0,2,0.77777777777777779,0.12514029180695849,1.0,8224,0,2,1,1,32.0,0,1.8748597081930416,0.0,1
16.0,5.6568542494923797,5.0,2.0794415416798357,2,5.8260869565217384,0.97811447811447816,4.0,5834,2,3,8,-1,-16.0,5,2.0218855218855216,0.0,1
21.0,21.0,4.0,0.0,2,5.4444444444444446,0.97194163860830529,1.0,6734,0,2,1,1,21.0,0,1.0280583613916947,0.0,1
26.0,18.384776310850235,5.0,0.69314718055994529,1,1.8306188100002532,0.73288439955106621,2.0,2017,0,3,2,1,26.0,1,2.2671156004489337,0.0,1
32.0,32.0,5.0,0.0,2,7.0181118012422354,0.98877665544332216,1.0,1148,0,3,1,1,32.0,0,2.0112233445566776,1.0,1
25.0,25.0,5,0.0,2,0.95031055900621109,0.24074074074074073,1.0,11234,0,3,1,1,25.0,0,2.7592592592592591,0.0,1
30.0,30.0,5.0,0.0,2,0.98084472049689442,0.36475869809203143,1.0,16789,0,3,1,1,30.0,0,2.6352413019079686,0.0,1
30.0,30.0,5.0,0.0,2,1.0,0.47755331088664421,1.0,11234,0,3,1,1,30.0,0,2.5224466891133557,0.0,1
0.82999999999999996,0.4792007234273894,4.0,1.0986122886681098,2,2.1481481481481484,0.82659932659932656,4.0,1800,2,2,3,1,0.83,0,1.1734006734006734,1.0,1
30.0,30.0,5.0,0.0,2,1.5496894409937887,0.68630751964085301,1.0,3134,0,3,1,-1,-30.0,0,2.3136924803591468,1.0,1
22.0,22.0,5.0,0.0,2,1.1180124223602483,0.59652076318742986,1.0,19800,0,3,1,1,22.0,0,2.4034792368125704,0.0,1
29.0,29.0,5.0,0.0,2,1.1801242236024843,0.6184062850729517,1.0,16417,0,3,1,1,29.0,0,2.3815937149270483,1.0,1
28.5,28.5,5.0,0.0,3,1.0048387096774194,0.53086419753086422,1.0,10862,0,3,1,-1,-28.5,0,2.4691358024691357,1.0,1
28.0,28.0,3.0,0.0,2,0.89621761914366505,0.17732884399551066,1.0,1800,0,1,1,1,28.0,0,0.82267115600448937,0.0,1
17.0,17.0,4.0,0.0,2,0.77777777777777779,0.12514029180695849,1.0,7541,0,2,1,-1,-17.0,0,1.8748597081930416,1.0,1
33.0,16.5,5.0,1.3862943611198906,2,1.9689440993788818,0.79180695847362514,3.0,900,0,3,4,-1,-33.0,3,2.2081930415263749,1.0,1
16.0,7.1554175279993268,5.0,1.6094379124341003,2,4.2701863354037259,0.9534231200897868,4.0,4934,3,3,5,1,16.0,1,2.0465768799102131,0.0,1
30.0,30.0,5.0,0.0,2,1.0,0.47755331088664421,1.0,16541,0,3,1,1,30.0,0,2.5224466891133557,0.0,1
23.0,9.3897106806688502,4,1.791759469228055,2,5.0043574062586815,0.96689113355780021,4.0,4934,2,1,6,-1,-23.0,3,0.033108866442199791,1.0,1
24.0,24.0,5.0,0.0,2,1.0,0.47755331088664421,1.0,1924,0,3,1,1,24.0,0,2.5224466891133557,0.0,1
29.0,29.0,5.0,0.0,2,1.0,0.47755331088664421,1.0,2017,0,3,1,1,29.0,0,2.5224466891133557,0.0,1
20.0,20.0,5.0,0.0,2,0.97567701863354028,0.33221099887766553,1.0,403,0,3,1,1,20.0,0,2.6677890011223346,0.0,1
46.0,32.526911934581186,1,0.69314718055994529,2,1.1640363662656836,0.60942760942760943,2.0,2017,0,1,2,1,46.0,1,0.39057239057239057,0.0,1
26.0,13.0,5.0,1.3862943611198906,2,2.555900621118012,0.86475869809203143,4.0,2824,2,3,4,1,26.0,1,2.1352413019079686,0.0,1
59.0,59.0,5.0,0.0,2,0.90062111801242228,0.18630751964085299,1.0,2234,0,3,1,1,59.0,0,2.8136924803591472,0.0,1
30.0,30.0,5.0,0.0,2,1.0,0.47755331088664421,1.0,16417,0,3,1,1,30.0,0,2.5224466891133557,0.0,1
71.0,71.0,3,0.0,1,0.44277068025098798,0.037037037037037035,1.0,5834,0,1,1,1,71.0,0,0.96296296296296302,0.0,1
23.0,16.263455967290593,2,0.69314718055994529,1,0.80951796868911041,0.14590347923681257,5.0,5927,1,1,2,1,23.0,0,0.85409652076318743,1.0,1
34.0,24.041630560342615,4.0,0.69314718055994529,2,1.7037037037037037,0.70538720538720534,5.0,3134,1,2,2,-1,-34.0,0,1.2946127946127945,1.0,1
34.0,24.041630560342615,4.0,0.69314718055994529,2,1.9259259259259258,0.75982042648709314,2.0,9000,0,2,2,1,34.0,1,1.2401795735129069,0.0,1
28.0,28.0,5.0,0.0,2,0.98084472049689442,0.36475869809203143,1.0,13624,0,3,1,-1,-28.0,0,2.6352413019079686,0.0,1
30.0,30.0,5.0,0.0,2,0.98084472049689442,0.36475869809203143,1.0,13624,0,3,1,1,30.0,0,2.6352413019079686,0.0,1
21.0,14.849242404917497,2,0.69314718055994529,2,1.4706246123050106,0.66835016835016836,5.0,20017,1,1,2,1,21.0,0,0.33164983164983164,0.0,1
33.0,33.0,5.0,0.0,2,1.0750559006211178,0.57126823793490455,1.0,8534,0,3,1,1,33.0,0,2.4287317620650954,0.0,1
37.0,21.361959960016154,5.0,1.0986122886681098,2,0.98447204968944091,0.39450056116722781,2.0,6020,0,3,3,1,37.0,2,2.6054994388327724,0.0,1
28.0,28.0,5.0,0.0,2,0.98084472049689442,0.36475869809203143,1.0,11048,0,3,1,1,28.0,0,2.6352413019079686,0.0,1
21.0,21.0,5.0,0.0,2,0.95031055900621109,0.24074074074074073,1.0,16200,0,3,1,-1,-21.0,0,2.7592592592592591,1.0,1
30.0,30.0,5.0,0.0,2,0.96583850931677018,0.30695847362514028,1.0,11234,0,3,1,1,30.0,0,2.6930415263748597,1.0,1
38.0,38.0,5.0,0.0,2,0.98084472049689442,0.36475869809203143,1.0,15424,0,3,1,1,38.0,0,2.6352413019079686,0.0,1
29.0,20.506096654409877,5.0,0.69314718055994529,3,3.1161290322580641,0.90909090909090906,2.0,11234,0,3,2,-1,-29.0,1,2.0909090909090908,1.0,1
47.0,47.0,4,0.0,2,0.98945469629449212,0.41077441077441079,1.0,13934,0,1,1,1,47.0,0,0.58922558922558921,0.0,1
14.5,10.253048327204938,5.0,0.69314718055994529,1,1.8306188100002532,0.73288439955106621,2.0,22500,0,3,2,-1,-14.5,1,2.2671156004489337,0.0,1
22.0,22.0,5.0,0.0,2,1.0,0.47755331088664421,1.0,900,0,3,1,1,22.0,0,2.5224466891133557,0.0,1
20.0,14.142135623730949,5.0,0.69314718055994529,2,1.2204968944099377,0.62794612794612792,2.0,8720,0,3,2,-1,-20.0,1,2.372053872053872,0.0,1
17.0,17.0,5.0,0.0,1,1.8311380734061145,0.73849607182940513,1.0,589,0,3,1,-1,-17.0,0,2.2615039281705949,0.0,1
21.0,21.0,5.0,0.0,2,0.98447204968944091,0.39450056116722781,1.0,13624,0,3,1,1,21.0,0,2.6054994388327724,0.0,1
70.5,70.5,5.0,0.0,3,1.0,0.47755331088664421,1.0,2234,0,3,1,1,70.5,0,2.5224466891133557,0.0,1
29.0,20.506096654409877,4.0,0.69314718055994529,2,1.5555555555555556,0.69191919191919193,2.0,17720,0,2,2,1,29.0,1,1.308080808080808,0.0,1
24.0,16.970562748477139,3,0.69314718055994529,1,3.1625301692801666,0.91414141414141414,5.0,900,1,1,2,1,24.0,0,0.085858585858585856,0.0,1
2.0,0.7559289460184544,5.0,1.9459101490553132,2,3.885093167701863,0.93827160493827155,4.0,403,2,3,7,-1,-2.0,4,2.0617283950617287,0.0,1
21.0,12.124355652982143,4.0,1.0986122886681098,2,5.4444444444444446,0.97194163860830529,2.0,6548,0,2,3,1,21.0,2,1.0280583613916947,0.0,1
30.0,30.0,5.0,0.0,2,1.0,0.47755331088664421,1.0,11234,0,3,1,1,30.0,0,2.5224466891133557,0.0,1
32.5,22.980970388562792,4.0,0.69314718055994529,1,1.25295,0.63355780022446684,2.0,11700,0,2,2,1,32.5,1,1.3664421997755332,0.0,1
32.5,32.5,1,0.0,2,0.96296296296296291,0.27441077441077444,1.0,19924,0,2,1,-1,-32.5,0,1.7255892255892256,1.0,1
54.0,38.183766184073562,2,0.69314718055994529,2,1.4706246123050106,0.66835016835016836,5.0,20017,1,1,2,1,54.0,0,0.33164983164983164,0.0,1
12.0,8.4852813742385695,5.0,0.69314718055994529,1,1.4237569340662124,0.66049382716049387,2.0,11948,0,3,2,1,12.0,1,2.3395061728395063,1.0,1
30.0,30.0,5.0,0.0,3,1.0,0.47755331088664421,1.0,10862,0,3,1,1,30.0,0,2.5224466891133557,0.0,1
24.0,24.0,5.0,0.0,2,0.88716770186335403,0.17620650953984288,1.0,10800,0,3,1,1,24.0,0,2.8237934904601572,1.0,1
29.5,17.03183294109396,5,1.0986122886681098,1,2.8316700017730945,0.87934904601571273,5.0,13624,1,3,3,-1,-29.5,1,2.1206509539842875,1.0,1
45.0,45.0,5.0,0.0,2,0.86645962732919246,0.1531986531986532,1.0,3910,0,3,1,1,45.0,0,2.8468013468013469,0.0,1
33.0,33.0,5.0,0.0,1,1.0,0.47755331088664421,1.0,3227,0,3,1,1,33.0,0,2.5224466891133557,0.0,1
20.0,20.0,5.0,0.0,2,0.87577639751552783,0.16161616161616163,1.0,2234,0,3,1,1,20.0,0,2.8383838383838382,0.0,1
47.0,33.234018715767732,5.0,0.69314718055994529,2,1.8012422360248446,0.72615039281705951,2.0,15734,0,3,2,-1,-47.0,1,2.2738496071829406,0.0,1
29.0,20.506096654409877,4.0,0.69314718055994529,2,1.9259259259259258,0.75982042648709314,2.0,19924,0,2,2,-1,-29.0,1,1.2401795735129069,1.0,1
25.0,25.0,4.0,0.0,2,0.96296296296296291,0.27441077441077444,1.0,16634,0,2,1,1,25.0,0,1.7255892255892256,0.0,1
23.0,23.0,4.0,0.0,1,0.62690833333333329,0.089786756453423114,1.0,15548,0,2,1,1,23.0,0,1.9102132435465768,0.0,1
19.0,10.96965511460289,2,1.0986122886681098,2,0.50011797344455822,0.047138047138047139,4.0,11824,2,1,3,-1,-19.0,0,0.95286195286195285,1.0,1
37.0,26.162950903902257,4,0.69314718055994529,2,1.0103854687161065,0.53759820426487093,2.0,5120,0,1,2,1,37.0,1,0.46240179573512907,0.0,1
16.0,16.0,5.0,0.0,2,1.1449316770186333,0.60044893378226716,1.0,13158,0,3,1,1,16.0,0,2.3995510662177328,0.0,1
24.0,24.0,3,0.0,1,1.0119246116164347,0.54264870931537601,1.0,5648,0,1,1,1,24.0,0,0.45735129068462399,0.0,1
22.0,12.701705922171767,5.0,1.0986122886681098,1,1.9308746422148482,0.77890011223344557,4.0,1334,2,3,3,-1,-22.0,0,2.2210998877665542,0.0,1
22.0,22.0,5.0,0.0,2,0.96273291925465831,0.24859708193041527,1.0,12444,0,3,1,-1,-22.0,0,2.7514029180695849,1.0,1
24.0,16.970562748477139,5.0,0.69314718055994529,2,1.9689440993788818,0.79180695847362514,2.0,6300,0,3,2,-1,-24.0,1,2.2081930415263749,1.0,1
19.0,19.0,5.0,0.0,3,0.87096774193548387,0.15544332210998876,1.0,1520,0,3,1,1,19.0,0,2.8445566778900111,0.0,1
18.0,18.0,4.0,0.0,2,0.85185185185185186,0.14983164983164984,1.0,403,0,2,1,1,18.0,0,1.8501683501683501,0.0,1
19.0,10.96965511460289,4.0,1.0986122886681098,2,2.7222222222222223,0.8737373737373737,5.0,11948,1,2,3,1,19.0,1,1.1262626262626263,0.0,1
27.0,27.0,5.0,0.0,2,0.96842236024844708,0.31930415263748596,1.0,403,0,3,1,1,27.0,0,2.680695847362514,1.0,1
9.0,4.0249223594996213,5.0,1.6094379124341003,2,4.2701863354037259,0.9534231200897868,4.0,4934,2,3,5,-1,-9.0,2,2.0465768799102131,0.0,1
36.5,21.073284825421343,5,1.0986122886681098,2,1.9259259259259258,0.75982042648709314,4.0,11700,2,2,3,1,36.5,0,1.2401795735129069,0.0,1
42.0,42.0,4.0,0.0,2,0.96296296296296291,0.27441077441077444,1.0,1644,0,2,1,1,42.0,0,1.7255892255892256,0.0,1
51.0,51.0,4.0,0.0,2,0.92777777777777781,0.22783389450056116,1.0,900,0,2,1,1,51.0,0,1.7721661054994389,0.0,1
22.0,15.556349186104045,4,0.69314718055994529,2,1.2672631302540995,0.6369248035914703,2.0,13624,0,1,2,-1,-22.0,1,0.3630751964085297,1.0,1
55.5,55.5,5.0,0.0,2,1.0,0.47755331088664421,1.0,10924,0,3,1,1,55.5,0,2.5224466891133557,0.0,1
40.5,23.382685902179844,5.0,1.0986122886681098,2,1.8012422360248446,0.72615039281705951,4.0,18900,2,3,3,1,40.5,0,2.2738496071829406,0.0,1
30.0,30.0,5.0,0.0,2,0.90838509316770177,0.1941638608305275,1.0,12941,0,3,1,1,30.0,0,2.8058361391694726,0.0,1
51.0,36.062445840513924,3.0,0.69314718055994529,1,0.78423135254201337,0.13916947250280584,5.0,20048,1,1,2,1,51.0,0,0.86083052749719413,0.0,1
16.0,16.0,5.0,0.0,3,0.99784516129032252,0.41919191919191917,1.0,5648,0,3,1,-1,-16.0,0,2.5808080808080809,1.0,1
30.0,30.0,5.0,0.0,2,1.0,0.47755331088664421,1.0,2234,0,3,1,1,30.0,0,2.5224466891133557,0.0,1
30.0,30.0,5.0,0.0,2,1.076086956521739,0.57856341189674521,1.0,16572,0,3,1,1,30.0,0,2.4214365881032549,0.0,1
12.5,3.7688918072220452,5.0,2.3978952727983707,2,8.6397515527950297,0.99663299663299665,4.0,16200,2,3,11,1,12.5,8,2.0033670033670035,0.0,1
44.0,31.11269837220809,5.0,0.69314718055994529,2,2.0,0.80920314253647585,5.0,2327,1,3,2,1,44.0,0,2.1907968574635239,0.0,1
40.0,40.0,4.0,0.0,2,1.1666666666666667,0.61054994388327721,1.0,19800,0,2,1,-1,-40.0,0,1.3894500561167229,1.0,1
26.0,26.0,5.0,0.0,2,0.96583850931677018,0.30695847362514028,1.0,1024,0,3,1,1,26.0,0,2.6930415263748597,0.0,1
17.0,17.0,5.0,0.0,2,1.076086956521739,0.57856341189674521,1.0,1800,0,3,1,1,17.0,0,2.4214365881032549,0.0,1
1.0,0.40824829046386307,5.0,1.791759469228055,2,4.9301242236024843,0.96127946127946129,3.0,13500,1,3,6,1,1.0,4,2.0387205387205389,0.0,1
9.0,5.196152422706632,5.0,1.0986122886681098,2,2.5496894409937885,0.86195286195286192,4.0,5834,2,3,3,1,9.0,0,2.138047138047138,1.0,1
29.5,20.85965004500315,1,0.69314718055994529,2,1.0465386210807128,0.5572390572390572,5.0,2017,1,1,2,-1,-29.5,0,0.4427609427609428,1.0,1
45.0,18.371173070873837,5.0,1.791759469228055,2,3.4658385093167698,0.92536475869809198,4.0,16510,4,3,6,-1,-45.0,1,2.074635241301908,0.0,1
30.0,30.0,3.0,0.0,2,0.49330025002759054,0.040404040404040407,1.0,900,0,1,1,1,30.0,0,0.95959595959595956,0.0,1
28.0,28.0,5.0,0.0,2,7.0181118012422354,0.98877665544332216,1.0,10148,0,3,1,1,28.0,0,2.0112233445566776,0.0,1
61.0,61.0,3,0.0,2,0.63743716011279783,0.095398428731762061,1.0,18900,0,1,1,1,61.0,0,0.90460157126823793,0.0,1
4.0,1.6329931618554523,5.0,1.791759469228055,3,3.7580645161290325,0.93153759820426485,3.0,15548,1,3,6,1,4.0,4,2.0684624017957352,0.0,1
1.0,0.57735026918962584,5.0,1.0986122886681098,2,1.3830186335403725,0.6475869809203143,5.0,8534,1,3,3,-1,-1.0,1,2.3524130190796857,1.0,1
21.0,21.0,5.0,0.0,2,0.98447204968944091,0.39450056116722781,1.0,16448,0,3,1,1,21.0,0,2.6054994388327724,0.0,1
56.0,56.0,3,0.0,1,0.392194892591613,0.033108866442199777,1.0,16572,0,1,1,1,56.0,0,0.96689113355780021,0.0,1
18.0,10.392304845413264,5.0,1.0986122886681098,2,0.97567701863354028,0.33221099887766553,5.0,9341,1,3,3,1,18.0,1,2.6677890011223346,0.0,1
5.5,2.4596747752497685,5.0,1.6094379124341003,2,3.1635652173913038,0.9175084175084175,3.0,10024,1,3,5,1,5.5,3,2.0824915824915826,0.0,1
50.0,50.0,4,0.0,1,0.36685461377571815,0.025813692480359147,1.0,7758,0,1,1,-1,-50.0,0,0.97418630751964086,0.0,1
30.0,30.0,4.0,0.0,2,0.96296296296296291,0.27441077441077444,1.0,6300,0,2,1,1,30.0,0,1.7255892255892256,0.0,1
36.0,36.0,5.0,0.0,2,0.0,0.0089786756453423128,1.0,10024,0,3,1,1,36.0,0,2.9910213243546577,0.0,1
22.0,6.6332495807107996,5.0,2.3978952727983707,2,8.6397515527950297,0.99663299663299665,4.0,16200,2,3,11,-1,-22.0,8,2.0033670033670035,0.0,1
30.0,30.0,4.0,0.0,1,0.62708333333333333,0.090909090909090912,1.0,13624,0,2,1,1,30.0,0,1.9090909090909092,0.0,1
9.0,3.4016802570830449,5.0,1.9459101490553132,2,3.8990683229813659,0.94444444444444442,4.0,558,2,3,7,1,9.0,4,2.0555555555555554,0.0,1
